"name","country","ico_start","ico_end","price_usd","soft_cap_usd","hard_cap_usd","distributed_in_ico","token_for_sale","whitelist","kyc","bonus","restricted_areas","bounty","mvp","pre_ico_start","pre_ico_end","pre_ico_price_usd","platform","accepting","link_provided"
"GRAYLL","UK","2019-07-01","2020-07-12","0.01","1500000","35000000","0.4","5.0E9","Yes","Yes","Unavailable","USA, Syria, North Korea, Iran, Iraq, Yemen","Available","Available","2019-04-01","2019-07-01","0.007","Stellar","XLM, BTC, LTC, ETH, Fiat","No"
"Gric","Nigeria","2018-12-01","2019-03-31","0.04","1000000","25000000","0.7","7.0E9","No","No","Unavailable","None","Unavailable","Available","2018-11-01","2018-11-30","0.004","Ethereum","ETH, BTC, LTC, XRP","Yes"
"IIOTTEL","Slovenia","2018-03-19","2018-05-19","0.1","5000000","34000000","0.8740000000000001","4.37E8","No","No","Unavailable","USA, China","Unavailable","Unavailable","2018-02-19","2018-03-19","0.05","Ethereum",,"Yes"
"Kikicoin","Nigeria","2018-11-30","2019-12-31","0.01","500000","1500000","0.6","3.3E9","Yes","Yes","Unavailable","None","Available","Available","2018-10-01","2018-11-30","0.0025","Apollo Blockchain","APL, BTC, ETH, NGN, USD, EUR, GBP","Yes"
"PARQ","Netherlands","2018-08-01","2019-05-31","0.08","15000000","19500000","0.3","2.5E8","No","Yes","Unavailable","Myanmar, North Korea, Afghanistan, Congo, Eritrea, Iran, Lybia, Mali, Somalia, Syria, Zambia, Yemen","Unavailable","Unavailable","2018-05-01","2018-08-01","0.07","Ethereum","ETH, BTC, Fiat","Yes"
"PopChest","USA","2018-11-12","2018-11-30","0.0025","1131714","20000000","0.5","8.0E8","No","No","Unavailable","None","Unavailable","Unavailable","2018-10-22","2018-11-12","0.005","Ethereum","ETH, BTC, Fiat","Yes"
"Aurum","Russia","2018-11-05","2018-12-31","0.0402","266736","10002620","0.8","3.0E8","No","No","Unavailable","USA, China","Available","Available","2018-06-26","2018-08-26","0.0550393982","Ethereum","ETH","Yes"
"DICE Money","UK","2018-05-11","2018-07-22","0.9162","919314","9193140","0.55","5.5E7","No","Yes","Unavailable","None","Available","Available","2018-04-12","2018-05-03","0.389771515","Ethereum","ETH, BTC, DICE","Yes"
"Elysian","Belize","2018-06-18","2018-07-08","0.12","3000000","7000000","0.23","2.3E8","Yes","Yes","Unavailable","USA, China, Canada, Iran, North Korea","Available","Available","2018-06-04","2018-06-17","0.06","Ethereum","Ethereum","Yes"
"FLOGmall","Russia","2018-04-26","2018-07-20","0.23","8000000","24000000","0.738","1.845E8","No","Yes","Unavailable","USA","Available","Unavailable","2018-02-22","2018-03-22","0.270948323666667","Ethereum","ETH, BTC, KICK","Yes"
"Mandala","Cayman Islands","2018-06-01","2018-07-13","0.07","3000000","18000000","0.65","4.0E8","Yes","Yes","Unavailable","None","Unavailable","Unavailable","2018-04-21","2018-05-31","0.07","Ethereum","ETH, BTC, LTC","Yes"
"Oryx Token","Turkey","2019-08-10","2019-09-15","0.055","500000","2200000","0.4","4.0E7","No","No","Unavailable","NO","Unavailable","Unavailable","2019-06-10","2019-06-22","0.022","Ethereum","ETH, BTC, Fiat","No"
"RAWG","Cayman Islands","2019-03-01","2019-03-15","0.03","66666667","333333333","0.385","3.33333333E8","Yes","Yes","Unavailable","USA, China.","Available","Available","2018-05-22","2018-09-04","0.03","Ethereum","BTC, ETH","Yes"
"CoinCasso","Estonia","2018-10-21","2019-12-31","5.76","5000000","100000000","0.8","8.0E7","No","Yes","Unavailable","None","Available","Available","2018-09-17","2018-10-21","1.0","Ethereum","BTC, LTC, BCH, BNB","Yes"
"TripEcoSys","UK","2019-03-01","2019-04-30","0.015","10000000","50000000","0.4","4.0E9","No","No","Unavailable","None","Available","Unavailable","2018-10-10","2019-01-31","0.012","Ethereum","ETH, BTC, LTC, XMR, BCH, DOGE, XRP, QTUM, XVG, NEO","Yes"
"Gift Token","USA","2018-03-26","2018-04-26","0.0097","6399988","26127734","0.8","4.0E7","Not Specified","Not Specified","Unavailable","None","Unavailable","Unavailable","2017-11-15","2018-03-26","0.0333356995","Ethereum","ETH, BTC, LTC","No"
"JACS","UK","2020-11-01","2020-11-29","0.079271637","4500000","45000000","0.5","2.68435456E8","No","No","Unavailable","None","Unavailable","Available","2020-04-15","2020-10-31","0.02759164128","Ethereum","ETH","Yes"
"Lendingblock","UK","2018-04-15","2018-04-22","0.02","5000000","10000000","0.1","1.0E8","Yes","Yes","Unavailable","USA, China","Unavailable","Unavailable","2018-04-07","2018-04-14","0.016667","Ethereum","ETH","Yes"
"Multiven","Netherlands","2019-05-15","2020-05-01","1.1184","10945470","54727350","0.4","7.0E8","Yes","Yes","Unavailable","USA","Available","Available","2018-07-01","2018-10-09","0.5781485","Ethereum","ETH, BTC, LTC, EUR, USD","Yes"
"Sandblock","France","2018-04-25","2018-06-30","0.145","2000000","8000000","0.5","8000000.0","No","Yes","Unavailable","China","Available","Unavailable","2018-02-28","2018-03-11","0.22805306","Ethereum","ETH, BTC, Fiat","Yes"
"Stips","UK","2018-12-16","2019-01-15","0.1","4400000","11400000","0.6","1.4625126E8","Yes","Yes","Unavailable","USA, China, Singapore","Available","Available","2018-11-15","2018-12-15","0.07","EOS","BTC, ETH, LTC, BCH, EOS, USD","Yes"
"Tombola","Hong Kong","2018-08-01","2018-08-31","0.0451","25000000","250000000","0.5","2.5E8","No","No","Unavailable","USA, China","Available","Available","2018-07-01","2018-08-01","0.04508","Ethereum","ETH","Yes"
"AssetStream","Estonia","2019-06-01","2019-08-31","0.01","144000000","2100000000","0.64","2.1E9","No","Yes","Unavailable","No US and China","Available","Available","2019-05-27","2019-05-31","0.01","Stellar","BTC, ETH, BCH, Fiat","Yes"
"Empleos.io","Georgia","2018-11-25","2018-12-15","0.5","7000000","21000000","0.5","7.0E7","Yes","Yes","Unavailable","USA","Available","Available","2018-09-15","2018-10-05","0.375","NEM","BTC, ETH, XEM","Yes"
"Terawatt","Netherlands","2018-10-16","2019-01-15","0.4","2000000","11460000","0.65","6.5E7","No","Yes","Unavailable","USA, China, North Korea, Syria, Iran, Iraq, Belize.","Available","Available","2018-06-21","2018-10-15","0.3","Ethereum","BTC, ETH","Yes"
"AhrvoDEEX","British Virgin Islands","2019-09-01","2019-12-31","0.25","10000000","50000000","0.4","2.0E8","Yes","Yes","Unavailable","Balkans, Belarus, Burma, China, Cuba, Democratic Republic of Congo, Iran, Iraq, Ivory Coast, Liberia, Libya, North Korea, Sudan, Syria, Yemen, Zimbabwe, & US Non-Accredited Investors","Unavailable","Available","2019-07-15","2019-08-31","0.2","Ethereum","ETH, LTC, BTC","No"
"Coinolix","Estonia","2018-11-08","2018-12-13","0.25","1298089","24038631","0.5","5.0E8","Yes","Yes","Unavailable","USA, China, Singapore","Available","Unavailable","2018-10-08","2018-11-07","0.2","Ethereum","BTC, ETH, Fiat","Yes"
"Depository Network","Estonia","2018-11-15","2018-12-15","0.02","2600000","15000000","0.7","2.3E9","Yes","Yes","Unavailable","USA, Canada, China","Available","Available","2018-06-26","2018-08-10","0.005","Ethereum","BTC, ETH, LTC, BCN, BTG","Yes"
"EXTRADECOIN","Singapore","2018-09-15","2018-10-15","0.0426","5000000","10000000","0.5","1.25E8","Yes","Yes","Unavailable","China, USA","Available","Available","2018-07-01","2018-09-01","0.0756529998333333","Ethereum","ETH","Yes"
"Gingr","Switzerland","2019-11-01","2019-11-30","0.1339","1101176","22519049","0.5","5.0E8","Yes","Yes","Unavailable","USA, Bosnia and Herzegovina, the Democratic People’s Repulic of Korea, Ethiopia, Iran, Iraq, Sri Lanka, Syria, Trinidad and Tobago, Tunisia, Vanuatu, Yemen, the People’s Republic of China, Singapore and Cuba.","Available","Available","2019-10-01","2019-10-31","0.06539796","Ethereum","ETH, BTC, LTC, BCH","No"
"Kakushin","Australia","2018-06-01","2018-09-30","0.06","4000000","30000000","0.5","1.2E9","Yes","No","Unavailable","China, USA","Available","Unavailable","2018-05-01","2018-05-31","0.03","Ethereum","ETH, BTC, BCH, LTC, DASH, EOS","Yes"
"LAPO Blockchain","Switzerland","2018-07-16","2019-01-15","0.0349","509673","50967360","0.3","3.0E9","Yes","Yes","Unavailable","USA","Available","Available","2018-02-01","2018-06-01","0.01","Separate blockchain","ETH, BTC, BCH, Fiat","Yes"
"Lucre","Saint Kitts and Nevis","2019-01-01","2019-02-28","1.0","1600000","7000000","0.8","1.0E7","Yes","Yes","Unavailable","USA, Canada, Nevis","Available","Available","2018-10-15","2018-12-31","0.769","Ethereum","ETH, Fiat","Yes"
"Market Maker Technology","UK","2019-09-09","2019-10-24","0.9571","162","5354804","0.102","3.125E7","No","Yes","Unavailable","None","Unavailable","Unavailable","2019-06-01","2019-07-15","2.65391266","EThereum","ETH","Yes"
"MetaMorph.pro","Australia","2018-06-28","2018-06-08","0.08","1000000","15000000","0.48","1.2E8","No","Yes","Unavailable","USA, China","Available","Available","2018-04-27","2018-06-27","0.08","Ethereum","ETH, BTC, Waves","Yes"
"Zetanet: Blockchain 5.0 Project","Singapore","2019-09-01","2020-09-01","0.436716049165825","10000000","1000000000","0.42","2.1E9","Yes","Yes","Unavailable","Nonene","Unavailable","Unavailable","2019-04-23","2019-08-31","0.5","Ethereum","ETH","No"
"Bitmillex","UK","2018-06-27","2018-10-04","0.5","1500000","10000000","0.67","5.0E7","Yes","Yes","Unavailable","USA, China","Unavailable","Unavailable","2018-05-17","2018-06-06","0.25","Ethereum","ETH, BTC","Yes"
"Kingcuan","Indonesia","2019-05-26","2019-06-16","2.1E-4","500000","1267000","0.4","4.8E9","No","No","Unavailable","USA","Unavailable","Unavailable","2019-05-18","2019-05-26","1.4E-4","Ethereum","ETH","Yes"
"PADOSCOIN","Indonesia","2020-03-01","2020-06-04","0.045","1500000","7020000","0.6","1.56E8","No","Yes","Unavailable","Singapore, China, South Korea","Unavailable","Unavailable","2019-10-31","2020-01-31","0.045","Ethererum","Kickcoin, ETH","Yes"
"UCBI Banking","Morocco","2019-10-18","2020-01-18","1.294091034","3341874","12000000","0.25","3000000.0","Yes","Yes","Unavailable","Syria, Iran, Sudan, Somalia, North Korea, Yemen, Cuba","Unavailable","Unavailable","2019-07-17","2019-10-17","1.121227","Ethereum","ETH, XRP, BTC, LTC, MAD, EUR, USD","Yes"
"EtherInc","Australia","2018-07-15","2018-07-25","0.1","1000000","22000000","0.4511","4.5E8","Yes","Yes","Unavailable","USA","Available","Available","2018-06-07","2018-06-15","0.1","Ethereum","ETH, BTC, LTC","Yes"
"Exolover","Australia","2018-06-29","2018-07-29","0.085","500000","25000000","0.6","6.0E7","No","No","Unavailable","USA","Unavailable","Unavailable","2018-05-29","2018-06-27","0.05","Ethereum","ETH","Yes"
"Peculium","France","2018-08-27","2018-09-27","0.01","8223971","23497060","0.25","5.0E9","No","Yes","Unavailable","None","Available","Available","2017-12-17","2017-12-20","0.00588748","Ethereum","ETH","Yes"
"Stacktical","France","2019-01-15","2019-03-31","4.0E-4","1123002","3369006","0.5","5.0E9","No","Yes","Unavailable","Bahamas, Botswana, Canada, China, Cuba, Democratic People's Republic of Korea (DPRK), Ethiopia, Ghana, Iran, Iraq, Pakistan, Serbia, Sri Lanka, Sudan, Syria, Trinidad and Tobago, Tunisia, United States of America , Yemen","Available","Available","2018-11-01","2018-12-31","5.96615982E-4","Ethereum","ETH","Yes"
"Knowchain","Singapore","2018-12-25","2019-08-18","0.0048","7580774","37904260","0.5","3.897741154E9","Yes","Yes","Unavailable","USA","Available","Unavailable","2018-10-10","2019-11-10","0.00710557563939098","Ethereum","ETH","Yes"
"LendsBay","Russia","2018-09-18","2018-10-29","0.204","250000","1500000","0.75","7.5E7","Yes","Yes","Unavailable","USA, China","Available","Available","2018-06-18","2018-07-29","0.3632236937","Ethereum","ETH, BTC","Yes"
"Mira","Singapore","2018-09-01","2018-12-31","1.0","5000000","20000000","0.78","2.4E7","No","No","Unavailable","None","Unavailable","Unavailable","2017-11-27","2017-11-29","0.6","Ethereum","BTC, ETH, LTC, DASH","Yes"
"Obizcoin","India","2018-01-29","2018-03-31","0.039","1500000","15000000","0.9","2.7E7","Not Specified","Not Specified","Unavailable","None","Available","Unavailable","2017-12-14","2018-01-24","0.0632559980909091","Ethereum","BTC, ETH","Yes"
"Sansox","Finland","2018-09-11","2018-10-10","0.15","500000","10000000","1.0","2.0E8","No","Yes","Unavailable","USA, China","Unavailable","Available","2018-08-27","2018-09-10","0.1","Waves","BTC, ETH, Fiat","Yes"
"Taklimakan Network","Singapore","2018-04-09","2018-08-31","0.05","5000000","27500000","0.55","5.5E8","No","Yes","Unavailable","USA, Singapore","Available","Unavailable","2017-12-12","2018-01-12","0.025","Ethereum","BTC, ETH, XRP, LTC","Yes"
"Batmine","Czech Republic","2019-05-21","2019-05-31","0.1244","1113115","21149185","0.4","2.45E8","Yes","Yes","Unavailable","USA, North Korea, Yemen, Salvador, Sierra Leone","Available","Unavailable","2019-05-15","2019-05-20","0.3212989793","Ethereum","ETH","Yes"
"Encrybit","Hong Kong","2019-02-01","2019-03-31","0.2","5400000","32400000","0.6","1.62E8","No","No","Unavailable","USA, China, Canada, Hong Kong","Available","Available","2018-12-15","2019-01-31","0.2","Ethereum","ETH, BTC","Yes"
"FoodNation","Estonia","2019-04-01","2019-06-30","0.5","1200000","12000000","0.35","3.5E8","No","No","Unavailable","None","Unavailable","Available","2018-11-05","2019-01-25","0.3","Ethereum","ETH","Yes"
"Acomobase","Cyprus","2018-02-01","2018-06-01","4.0","1740129","50753765","0.4","1.4E8","Not Specified","Not Specified","Unavailable","None","Unavailable","Unavailable","2017-12-04","2018-01-31","4.7020401","Ethereum","ETH","Yes"
"Universe Coin IEO","Portugal","2019-10-13","2019-12-07","0.05","2000000","50000000","0.1","1.0E9","No","Yes","Unavailable","Given the lack of crypto-token qualifications in most countries, each buyer is strongly advised to carry out a legal and tax analysis concerning the purchase and ownership of Universe Coin tokens according to their nationality and place of residence.","Unavailable","Unavailable","2019-07-10","2019-10-12","0.02","Ethererum","BTC, ETH, USD, EUR, UNIS","No"
"AvailCom","Singapore","2019-01-15","2019-02-15","0.03","3000000","25000000","0.53","1.166E9","Yes","Yes","Available","None","Available","Available","2018-08-15","2018-09-15","0.0195","Ethereum","BTC, ETH, BCH, LTC, DASH","Yes"
"Aceso","Lithuania","2018-10-15","2018-12-15","0.021","172934","2766956","0.6","3.81952E8","Yes","Yes","Unavailable","USA","Unavailable","Available","2018-10-01","2018-10-14","0.0163210002142857","Ethereum","ETH, BTC","Yes"
"InsCoin for Knox Project","Estonia","2018-07-23","2018-08-30","0.0564","1136420","11206238","0.54","2.7E8","No","Yes","Unavailable","USA, China","Unavailable","Unavailable","2018-06-23","2018-07-08","0.0949039978","Ethereum","ETH","Yes"
"Loandex","India","2018-06-04","2018-07-04","0.0059","2000000","12000000","0.8","8.0E8","No","No","Unavailable","USA","Unavailable","Unavailable","2018-05-07","2018-05-28","0.01","Ethereum","ETH","Yes"
"Satoshi Brewery","Russia","2017-11-27","2017-12-27","1.2","5250000","7200000","0.75","1.0E7","Not Specified","Not Specified","Unavailable","None","Unavailable","Unavailable","2017-10-20","2017-11-20","0.67","Ethereum","ETH","Yes"
"CryptoGlobal Markets","UK","2018-04-30","2018-06-01","0.114","600000","8000000","0.75","1.575E7","No","No","Unavailable","USA, China, South Korea, Cuba, Iran, North Korea, Syria, Crimea Region","Unavailable","Unavailable","2018-03-20","2018-03-30","0.17411718375","Ethereum","ETH","Yes"
"DiscoveryIoT","Malta","2018-08-01","2018-09-15","0.05","5000000","19600000","0.51","3.96E8","Yes","Yes","Available","None","Unavailable","Unavailable","2018-06-15","2018-07-31","0.05","Ethereum","ETH, BTC, Fiat","Yes"
"Leonardian","Bulgaria","2018-06-11","2018-08-06","0.37","3000000","20000000","0.5","1.315E8","No","Yes","Unavailable","None","Available","Unavailable","2018-04-16","2018-05-12","0.2044588012","Ethereum","ETH, BTC","Yes"
"MapCoin","UK","2018-12-02","2018-12-22","0.1","1000000","25800000","0.38","3.8E8","Yes","Yes","Unavailable","None","Available","Unavailable","2018-11-01","2018-11-22","0.06","Ethereum","ETH","Yes"
"BCNEX","Belize","2019-05-03","2019-06-27","0.15","2000000","30000000","0.5","1.0E8","No","Yes","Unavailable","USA, Canada","Available","Available","2019-01-01","2019-02-28","0.1","Ethereum","ETH, BTC, USDT, BCN","Yes"
"DigiDex","Canada","2018-04-30","2018-06-30","0.043","364143","933118","0.61","2.3E7","No","No","Unavailable","None","Available","Unavailable","2018-03-21","2018-04-30","0.0432101534615385","Ethereum","ETH","Yes"
"NAGA","USA","2017-12-01","2017-12-15","1.0","1000000","400000000","0.55","2.2E8","Not Specified","Not Specified","Unavailable","None","Unavailable","Unavailable","2017-11-20","2017-11-27","1.0","Ethereum","BTC, ETH, LTC, DSH","Yes"
"Pieta","Saudi Arabia","2019-08-03","2019-11-13","0.25","6000000","25000000","0.6","9900000.0","Yes","Yes","Unavailable","USA , China, Singapore","Available","Unavailable","2019-07-12","2019-07-31","0.75","Ethereum","ETH, BTC, LTC","Yes"
"Ternio","USA","2018-06-01","2018-06-15","0.1","3000000","40000000","0.49","1.0E9","No","Yes","Unavailable","None","Available","Unavailable","2018-01-01","2018-05-31","0.08","Stellar","BTC, ETH, XLM, Fiat","Yes"
"Pavocoin","USA","2018-08-07","2018-09-15","0.1","1000000","8000000","0.5","5.0E8","Yes","Yes","Available","USA, Iran, North Korea, Cuba","Available","Available","2018-04-27","2018-08-06","0.1","Ethereum",,"Yes"
"Sentigraph.io","Cayman Islands","2018-08-31","2018-10-01","0.01","200000","5000000","0.5","5.0E8","No","Yes","Available","USA, Singapore","Unavailable","Unavailable","2018-06-07","2018-07-08","0.0145571127380952","Ethereum","ETH, BTC, LTC","Yes"
"Solarex","UK","2019-04-10","2019-07-31","0.05","5000000","30000000","0.56","1.344E9","No","Yes","Unavailable","None","Available","Available","2019-01-28","2019-03-14","0.05","Ethereum","BTC, ETH, LTC, BTC, DOGE, XRP","Yes"
"Take Profit","Hong Kong","2018-03-14","2018-03-31","0.099","792914","3964570","0.6","6.0E7","Not Specified","Not Specified","Unavailable","None","Unavailable","Unavailable","2017-11-28","2017-12-28","0.059112751","Ethereum","ETH","Yes"
"Tap4.Menu","Poland","2019-05-01","2019-07-31","1.0","1000000","6000000","0.6","6000000.0","Yes","Yes","Unavailable","USA, China, South Korea, Singapore, Bangladesh, Nepal, Macedonia, Bolivia, Ecuador, Pakistan, Algeria, Morocco","Unavailable","Available","2019-04-01","2019-04-30","0.7","Ethereum","BTC, ETH","Yes"
"DirectHome","Singapore","2018-05-15","2018-09-15","1.0","3000000","30000000","0.5","5.0E7","Yes","Yes","Unavailable","Democratic Republic of Korea, Democratic Republic of the Congo, Eritrea, Iran, Libya, Somalia, South Sudan, Sudan, Yemen.","Available","Unavailable","2018-04-15","2018-05-15","0.77","Ethereum","ETH","Yes"
"Erecoin","Germany","2019-02-18","2019-04-30","0.0479","2237036","13422216","0.6","2.16E8","Yes","Yes","Unavailable","USA","Unavailable","Unavailable","2018-12-01","2019-02-18","0.04152244565","Ethereum","ETH","Yes"
"UnitedFans","Liechtenstein","2018-12-31","2019-01-31","0.0239","300000","6000000","0.65","8.45E7","No","Yes","Unavailable","None","Available","Unavailable","2018-12-01","2018-12-15","0.0758633321666667","Ethereum","ETH, BTC, FIAT","Yes"
"Atlas Tokens","Singapore","2019-09-01","2019-09-07","0.05","16000000","21000000","0.1","4.2E8","No","No","Unavailable","USA, China","Unavailable","Unavailable","2019-07-01","2019-08-08","0.375","Ethereum","ETH","No"
"Mirrows Project","Russia","2019-10-01","2019-11-30","0.0048","381349","1525396","0.77","1.4E9","No","No","Unavailable","None","Available","Unavailable","2019-09-15","2019-09-30","0.0089936104","Ethereum","ETH","Yes"
"Capverto","Denmark","2018-11-12","2019-04-29","2.66","6200000","20000000","0.69","1.71375E8","Yes","Yes","Unavailable","None","Available","Available","2018-04-01","2018-09-01","1.66","Ethereum","ETH, BTC, LTC, FIAT, BCH","Yes"
"Faxport","Hong Kong","2018-04-25","2018-06-10","0.193","2700000","13500000","0.45","9.0E7","Yes","No","Unavailable","USA, China","Unavailable","Unavailable","2018-03-30","2018-04-18","0.104847234059511","Ethereum","ETH, BTC","Yes"
"Notarised","Macedonia","2020-02-15","2020-06-30","0.2","1000000","7000000","0.5","5.0E7","No","Yes","Unavailable","None","Unavailable","Unavailable","2019-12-01","2020-01-31","0.1","Ethereum","ETH","Yes"
"Acorn Collective","Gibraltar","2018-05-26","2018-06-24","1.4","7000000","25000000","0.6","3.9E7","Yes","Yes","Unavailable","USA, China","Unavailable","Unavailable","2018-01-29","2018-02-23","0.7","Ethereum","ETH","Yes"
"Blockscart","UK","2018-03-09","2018-05-30","1.0","100000","2000000","0.34299999999999997","2.1E7","No","Yes","Unavailable","China, USA, Singapore","Unavailable","Unavailable","2018-02-10","2018-03-08","0.02","Waves","ETH, BTC, WAVES, XRP, LTC, BCH, DOGE","Yes"
"Bytus","USA","2019-09-01","2019-10-01","0.59","8000000","21000000","0.758","5.0E7","No","Yes","Unavailable","USA, China","Unavailable","Unavailable","2019-05-05","2019-06-05","0.53","Ethereum","BTC, ETH, USDT","Yes"
"Elepig","UK","2018-07-09","2018-09-30","0.3337","151351","18744264","0.5","1.5E8","Yes","Yes","Unavailable","USA, China, Korea","Available","Unavailable","2018-06-25","2018-07-09","0.19333019916","Ethereum",,"Yes"
"Hero","Estonia","2018-06-01","2018-07-15","0.0043","1349550","26541150","0.69","1.0E10","No","No","Unavailable","USA, Singapore","Unavailable","Unavailable","2018-01-29","2018-05-01","0.009852999875","Ethereum","ETH","Yes"
"Namek","France","2018-12-03","2019-01-27","0.1134","452540","2262700","0.4","1.6E8","Yes","Yes","Unavailable","USA","Available","Available","2018-11-05","2018-12-02","0.06835662","Ethereum","BTC, ETH, LTC, Fiat","Yes"
"Trade Nexi","Singapore","2019-02-22","2019-05-05","0.025","3000000","13900000","0.608","6.08E8","No","No","Unavailable","None","Available","Unavailable","2019-01-11","2019-02-20","0.002","Ethereum","ETH, BTC, BAT, OMG, TUSD, BNB","Yes"
"UnfoldU","India","2020-02-17","2020-04-10","42.61814944","21227267","87918906","0.39","2.0E8","No","Yes","Unavailable","None","Unavailable","Available","2019-12-09","2020-01-31","21.61922064","Ethereum","ETH","Yes"
"Eternal Trusts","Singapore","2018-06-01","2018-10-01","0.021","7000000","27000000","0.65","1.95E9","Yes","Yes","Unavailable","None","Available","Available","2018-03-22","2018-05-30","0.01","EOS","ETH, BTC, LTC, BTH, EOS, MONERO","Yes"
"Alehub","Hong Kong","2018-07-25","2018-11-24","0.2027","1488700","6550079","0.77","1.1E8","Yes","Yes","Unavailable","USA, China","Available","Available","2018-05-25","2018-06-25","0.157886329314","Ethereum","ETH, BTC, LTC, BCH","Yes"
"Canlead","UK","2019-11-01","2019-12-31","0.0333","7000000","20000000","0.6","6.0E8","Yes","Yes","Unavailable","USA, China","Available","Available","2019-09-23","2019-10-31","0.026666","Ethereum","ETH, BTC, USDT, USD","Yes"
"Hazeian","UK","2018-05-16","2018-06-13","0.3","1500000","39000000","0.65","1.3E8","No","Yes","Unavailable","None","Unavailable","Unavailable","2018-05-09","2018-05-15","0.24","Ethereum","ETH","Yes"
"Bountie","Singapore","2018-10-27","2018-11-07","0.0314","434365","4343659","0.65","2.0E8","Yes","Yes","Unavailable","USA","Unavailable","Unavailable","2018-09-23","2018-10-27","0.0294","Ethereum","ETH","Yes"
"Monster Byte","Canada","2019-09-16","2019-10-06","0.075","2250000","15000000","0.8","2.0E8","No","No","Unavailable","USA, Canada","Unavailable","Unavailable","2019-08-20","2019-09-01","0.075","Waves","BTC, EOS, TRX, LTC, ETH","Yes"
"PGF500","Switzerland","2018-11-09","2019-04-30","0.1137","6711108","24607396","0.8","2.272E8","No","Yes","Unavailable","USA , China","Unavailable","Available","2018-11-03","2018-11-09","0.1136842","Ethereum","ETH","Yes"
"Yamzu","Sweden","2018-10-01","2018-11-30","0.1158","3417831","14810601","0.72","1.98996E8","No","No","Unavailable","USA, Canada, China, Israel, South Korea, Vietnam","Unavailable","Available","2018-07-25","2018-09-30","0.1163738","Ethereum","ETH","Yes"
